country,year,sales_value,sales_unit,indicator
NL,2009,99.2,I10,G47_NF_HLTH
NL,2010,100.0,I10,G47_NF_HLTH
NL,2011,99.3,I10,G47_NF_HLTH
NL,2012,100.8,I10,G47_NF_HLTH
NL,2013,98.3,I10,G47_NF_HLTH
NL,2014,100.6,I10,G47_NF_HLTH
NL,2015,104.6,I10,G47_NF_HLTH
NL,2016,106.7,I10,G47_NF_HLTH
NL,2017,112.0,I10,G47_NF_HLTH
NL,2018,108.2,I15,G47_NF_HLTH
NL,2019,111.2,I15,G47_NF_HLTH
NL,2020,110.8,I15,G47_NF_HLTH
NO,2000,68.6,I10,G47
NO,2001,69.8,I10,G47
NO,2002,73.7,I10,G47
NO,2003,75.6,I10,G47
NO,2004,78.6,I10,G47
NO,2005,81.5,I10,G47
NO,2006,86.3,I10,G47
NO,2007,93.1,I10,G47
NO,2008,96.8,I10,G47
NO,2009,98.3,I10,G47
NO,2010,100.6,I10,G47
NO,2011,103.3,I10,G47
NO,2012,106.9,I10,G47
NO,2013,109.5,I10,G47
NO,2014,113.0,I10,G47
NO,2015,116.4,I10,G47
NO,2016,118.8,I10,G47
NO,2017,122.3,I10,G47
NO,2018,107.8,I15,G47
NO,2019,109.3,I15,G47
NO,2020,121.5,I15,G47
NO,2021,127.5,I15,G47
NO,2022,130.6,I15,G47
NO,2023,133.8,I15,G47
NO,2024,108.9,I21,G47
NO,2025,115.0,I21,G47
NO,2000,63.6,I15,G476
NO,2001,62.0,I15,G476
NO,2002,71.4,I15,G476
NO,2003,76.2,I15,G476
NO,2004,77.1,I15,G476
NO,2005,74.1,I15,G476
NO,2006,78.3,I15,G476
NO,2007,91.7,I15,G476
NO,2008,91.0,I15,G476
NO,2009,92.5,I15,G476
NO,2010,94.2,I15,G476
NO,2011,93.7,I15,G476
NO,2012,93.0,I15,G476
NO,2013,94.0,I15,G476
NO,2014,94.9,I15,G476
NO,2015,100.5,I15,G476
NO,2016,103.2,I15,G476
NO,2017,103.3,I15,G476
NO,2018,102.0,I15,G476
NO,2019,101.6,I15,G476
NO,2020,113.6,I15,G476
NO,2021,116.0,I15,G476
NO,2022,110.1,I15,G476
NO,2023,106.2,I15,G476
NO,2024,91.3,I21,G476
NO,2025,98.1,I21,G476
NO,2000,69.3,I10,G47_NF_HLTH
NO,2001,73.3,I10,G47_NF_HLTH
NO,2002,77.0,I10,G47_NF_HLTH
NO,2003,78.5,I10,G47_NF_HLTH
NO,2004,81.4,I10,G47_NF_HLTH
NO,2005,84.5,I10,G47_NF_HLTH
NO,2006,88.0,I10,G47_NF_HLTH
NO,2007,92.6,I10,G47_NF_HLTH
NO,2008,95.5,I10,G47_NF_HLTH
NO,2009,99.1,I10,G47_NF_HLTH
NO,2010,100.5,I10,G47_NF_HLTH
NO,2011,102.1,I10,G47_NF_HLTH
NO,2012,105.5,I10,G47_NF_HLTH
NO,2013,108.1,I10,G47_NF_HLTH
NO,2014,114.4,I10,G47_NF_HLTH
NO,2015,120.0,I10,G47_NF_HLTH
NO,2016,128.6,I10,G47_NF_HLTH
NO,2017,133.2,I10,G47_NF_HLTH
NO,2018,115.2,I15,G47_NF_HLTH
NO,2019,118.9,I15,G47_NF_HLTH
NO,2020,125.2,I15,G47_NF_HLTH
NO,2021,136.9,I15,G47_NF_HLTH
NO,2022,154.2,I15,G47_NF_HLTH
PL,2000,51.3,I10,G47
PL,2001,54.5,I10,G47
PL,2002,55.1,I10,G47
PL,2003,58.6,I10,G47
PL,2004,64.5,I10,G47
PL,2005,65.9,I10,G47
PL,2006,73.3,I10,G47
PL,2007,82.6,I10,G47
PL,2008,88.2,I10,G47
PL,2009,92.0,I10,G47
PL,2010,100.0,I10,G47
PL,2011,103.7,I10,G47
PL,2012,105.4,I10,G47
PL,2013,110.0,I10,G47
PL,2014,110.1,I10,G47
PL,2015,114.7,I10,G47
PL,2016,119.9,I10,G47
PL,2017,128.4,I10,G47
PL,2018,120.8,I15,G47
PL,2019,128.5,I15,G47
PL,2020,132.9,I15,G47
PL,2021,149.8,I15,G47
PL,2022,182.7,I15,G47
PL,2023,196.9,I15,G47
PL,2024,131.7,I21,G47
PL,2025,136.4,I21,G47
PL,2021,110.9,I15,G476
PL,2022,117.8,I15,G476
PL,2023,106.7,I21,G476
PL,2024,100.3,I21,G476
PL,2025,99.8,I21,G476
PL,2000,41.2,I10,G47_NF_HLTH
PL,2001,48.6,I10,G47_NF_HLTH
PL,2002,48.3,I10,G47_NF_HLTH
PL,2003,53.9,I10,G47_NF_HLTH
PL,2004,57.4,I10,G47_NF_HLTH
PL,2005,65.1,I10,G47_NF_HLTH
PL,2006,73.3,I10,G47_NF_HLTH
PL,2007,75.0,I10,G47_NF_HLTH
PL,2008,79.4,I10,G47_NF_HLTH
PL,2009,83.9,I10,G47_NF_HLTH
PL,2010,100.0,I10,G47_NF_HLTH
PL,2011,104.3,I10,G47_NF_HLTH
PL,2012,107.8,I10,G47_NF_HLTH
PL,2013,118.9,I10,G47_NF_HLTH
PL,2014,122.3,I10,G47_NF_HLTH
PL,2015,138.9,I10,G47_NF_HLTH
PL,2016,138.4,I10,G47_NF_HLTH
PL,2017,154.8,I10,G47_NF_HLTH
PL,2018,115.9,I15,G47_NF_HLTH
PL,2019,119.1,I15,G47_NF_HLTH
PL,2020,121.8,I15,G47_NF_HLTH
PT,2000,86.4,I10,G47
PT,2001,91.5,I10,G47
PT,2002,91.9,I10,G47
PT,2003,91.6,I10,G47
PT,2004,95.2,I10,G47
PT,2005,97.3,I10,G47
PT,2006,99.9,I10,G47
PT,2007,101.7,I10,G47
PT,2008,104.4,I10,G47
PT,2009,99.3,I10,G47
PT,2010,100.0,I10,G47
PT,2011,94.2,I10,G47
PT,2012,89.0,I10,G47
PT,2013,87.0,I10,G47
PT,2014,85.8,I10,G47
PT,2015,85.9,I10,G47
PT,2016,88.0,I10,G47
PT,2017,92.8,I10,G47
PT,2018,113.5,I15,G47
PT,2019,116.9,I15,G47
PT,2020,111.2,I15,G47
PT,2021,119.3,I15,G47
PT,2022,136.2,I15,G47
PT,2023,142.6,I15,G47
PT,2024,123.1,I21,G47
PT,2025,129.8,I21,G47
PT,2005,108.8,I21,G476
PT,2006,103.4,I21,G476
PT,2007,103.7,I21,G476
PT,2008,107.8,I21,G476
PT,2009,110.1,I21,G476
PT,2010,110.5,I21,G476
PT,2011,101.7,I21,G476
PT,2012,96.1,I21,G476
PT,2013,88.9,I21,G476
PT,2014,89.7,I21,G476
PT,2015,94.1,I21,G476
PT,2016,95.6,I21,G476
PT,2017,99.6,I21,G476
PT,2018,100.7,I21,G476
PT,2019,102.8,I21,G476
PT,2020,89.8,I21,G476
PT,2021,100.0,I21,G476
PT,2022,119.8,I21,G476
PT,2023,128.5,I21,G476
PT,2024,130.8,I21,G476
PT,2025,131.9,I21,G476
PT,2000,84.9,I10,G47_NF_HLTH
PT,2001,89.9,I10,G47_NF_HLTH
PT,2002,92.5,I10,G47_NF_HLTH
PT,2003,95.5,I10,G47_NF_HLTH
PT,2004,101.0,I10,G47_NF_HLTH
PT,2005,97.9,I10,G47_NF_HLTH
PT,2006,95.6,I10,G47_NF_HLTH
PT,2007,95.7,I10,G47_NF_HLTH
PT,2008,98.6,I10,G47_NF_HLTH
PT,2009,99.5,I10,G47_NF_HLTH
PT,2010,100.0,I10,G47_NF_HLTH
PT,2011,87.8,I10,G47_NF_HLTH
PT,2012,77.8,I10,G47_NF_HLTH
PT,2013,75.1,I10,G47_NF_HLTH
PT,2014,74.8,I10,G47_NF_HLTH
PT,2015,75.7,I10,G47_NF_HLTH
PT,2016,77.0,I10,G47_NF_HLTH
PT,2017,102.1,I15,G47_NF_HLTH
PT,2018,103.8,I15,G47_NF_HLTH
PT,2019,109.3,I15,G47_NF_HLTH
PT,2020,104.9,I15,G47_NF_HLTH
PT,2021,110.4,I15,G47_NF_HLTH
PT,2022,122.5,I15,G47_NF_HLTH
PT,2023,126.7,I15,G47_NF_HLTH
PT,2024,120.1,I21,G47_NF_HLTH
PT,2025,133.4,I21,G47_NF_HLTH
RO,2000,16.6,I10,G47
RO,2001,22.1,I10,G47
RO,2002,27.5,I10,G47
RO,2003,34.6,I10,G47
RO,2004,43.8,I10,G47
RO,2005,54.8,I10,G47
RO,2006,69.6,I10,G47
RO,2007,86.0,I10,G47
RO,2008,106.2,I10,G47
RO,2009,99.3,I10,G47
RO,2010,100.7,I10,G47
RO,2011,106.2,I10,G47
RO,2012,115.1,I10,G47
RO,2013,116.9,I10,G47
RO,2014,126.0,I10,G47
RO,2015,132.2,I10,G47
RO,2016,146.2,I10,G47
RO,2017,164.5,I10,G47
RO,2018,137.5,I15,G47
RO,2019,151.5,I15,G47
RO,2020,154.6,I15,G47
RO,2021,180.2,I15,G47
RO,2022,215.8,I15,G47
RO,2023,234.4,I15,G47
RO,2024,148.5,I21,G47
RO,2025,156.9,I21,G47
RO,2021,100.0,I21,G476
RO,2022,125.2,I21,G476
RO,2023,144.0,I21,G476
RO,2024,160.9,I21,G476
RO,2025,161.8,I21,G476
RO,2000,6.7,I10,G47_NF_HLTH
RO,2001,10.0,I10,G47_NF_HLTH
RO,2002,15.1,I10,G47_NF_HLTH
RO,2003,18.7,I10,G47_NF_HLTH
RO,2004,27.4,I10,G47_NF_HLTH
RO,2005,35.3,I10,G47_NF_HLTH
RO,2006,40.0,I10,G47_NF_HLTH
RO,2007,52.7,I10,G47_NF_HLTH
RO,2008,81.0,I10,G47_NF_HLTH
RO,2009,81.4,I10,G47_NF_HLTH
RO,2010,100.2,I10,G47_NF_HLTH
RO,2011,95.8,I10,G47_NF_HLTH
RO,2012,102.7,I10,G47_NF_HLTH
RO,2013,109.0,I10,G47_NF_HLTH
RO,2014,129.4,I10,G47_NF_HLTH
RO,2015,124.6,I10,G47_NF_HLTH
RO,2016,122.9,I10,G47_NF_HLTH
RO,2017,124.5,I10,G47_NF_HLTH
RO,2018,111.2,I15,G47_NF_HLTH
RO,2019,123.6,I15,G47_NF_HLTH
RO,2020,131.6,I15,G47_NF_HLTH
RO,2021,146.4,I15,G47_NF_HLTH
RO,2022,169.1,I15,G47_NF_HLTH
RO,2023,200.2,I15,G47_NF_HLTH
RS,2000,8.0,I10,G47
RS,2001,17.6,I10,G47
RS,2002,23.7,I10,G47
RS,2003,28.1,I10,G47
RS,2004,36.2,I10,G47
RS,2005,52.2,I10,G47
RS,2006,63.8,I10,G47
RS,2007,82.5,I10,G47
RS,2008,99.7,I10,G47
RS,2009,91.7,I10,G47
RS,2010,100.1,I10,G47
RS,2011,90.5,I10,G47
RS,2012,96.2,I10,G47
RS,2013,96.1,I10,G47
RS,2014,99.6,I10,G47
RS,2015,100.8,I10,G47
RS,2016,108.1,I10,G47
RS,2017,117.1,I10,G47
RS,2018,124.3,I15,G47
RS,2019,138.6,I15,G47
RS,2020,144.2,I15,G47
RS,2021,167.3,I15,G47
RS,2022,204.0,I15,G47
RS,2023,220.9,I15,G47
RS,2024,144.0,I21,G47
RS,2025,154.4,I21,G47
SE,1991,59.5,I10,G47
SE,1992,54.8,I10,G47
SE,1993,55.9,I10,G47
SE,1994,58.2,I10,G47
SE,1995,59.3,I10,G47
SE,1996,57.9,I10,G47
SE,1997,59.9,I10,G47
SE,1998,61.6,I10,G47
SE,1999,64.2,I10,G47
SE,2000,68.8,I10,G47
SE,2001,72.0,I10,G47
SE,2002,75.5,I10,G47
SE,2003,78.0,I10,G47
SE,2004,80.8,I10,G47
SE,2005,85.5,I10,G47
SE,2006,90.8,I10,G47
SE,2007,92.3,I10,G47
SE,2008,95.5,I10,G47
SE,2009,96.6,I10,G47
SE,2010,100.0,I10,G47
SE,2011,101.1,I10,G47
SE,2012,103.2,I10,G47
SE,2013,104.9,I10,G47
SE,2014,107.0,I10,G47
SE,2015,114.7,I10,G47
SE,2016,117.6,I10,G47
SE,2017,120.8,I10,G47
SE,2018,108.3,I15,G47
SE,2019,111.6,I15,G47
SE,2020,113.1,I15,G47
SE,2021,121.7,I15,G47
SE,2022,129.7,I15,G47
SE,2023,133.0,I15,G47
SE,2024,110.3,I21,G47
SE,2025,114.3,I21,G47
SE,1991,58.7,I15,G476
SE,1992,53.5,I15,G476
SE,1993,53.7,I15,G476
SE,1994,54.6,I15,G476
SE,1995,57.0,I15,G476
SE,1996,54.8,I15,G476
SE,1997,57.2,I15,G476
SE,1998,58.3,I15,G476
SE,1999,60.2,I15,G476
SE,2000,66.8,I15,G476
SE,2001,71.7,I15,G476
SE,2002,75.8,I15,G476
SE,2003,77.9,I15,G476
SE,2004,78.8,I15,G476
SE,2005,78.8,I15,G476
SE,2006,82.7,I15,G476
SE,2007,87.1,I15,G476
SE,2008,88.6,I15,G476
SE,2009,92.8,I15,G476
SE,2010,95.2,I15,G476
SE,2011,92.3,I15,G476
SE,2012,96.3,I15,G476
SE,2013,93.5,I15,G476
SE,2014,93.9,I15,G476
SE,2015,100.0,I15,G476
SE,2016,105.2,I15,G476
SE,2017,105.1,I15,G476
SE,2018,108.3,I15,G476
SE,2019,109.3,I15,G476
SE,2020,112.5,I15,G476
SE,2021,123.1,I15,G476
SE,2022,118.3,I15,G476
SE,2023,118.0,I15,G476
SE,2024,94.2,I21,G476
SE,2025,98.0,I21,G476
SE,1991,52.9,I10,G47_NF_HLTH
SE,1992,55.1,I10,G47_NF_HLTH
SE,1993,52.9,I10,G47_NF_HLTH
SE,1994,54.9,I10,G47_NF_HLTH
SE,1995,56.1,I10,G47_NF_HLTH
SE,1996,62.4,I10,G47_NF_HLTH
SE,1997,58.2,I10,G47_NF_HLTH
SE,1998,62.3,I10,G47_NF_HLTH
SE,1999,70.2,I10,G47_NF_HLTH
SE,2000,75.6,I10,G47_NF_HLTH
SE,2001,80.9,I10,G47_NF_HLTH
SE,2002,87.0,I10,G47_NF_HLTH
SE,2003,89.7,I10,G47_NF_HLTH
SE,2004,91.8,I10,G47_NF_HLTH
SE,2005,96.5,I10,G47_NF_HLTH
SE,2006,102.2,I10,G47_NF_HLTH
SE,2007,108.7,I10,G47_NF_HLTH
SE,2008,114.4,I10,G47_NF_HLTH
SE,2009,99.3,I10,G47_NF_HLTH
SE,2010,100.0,I10,G47_NF_HLTH
SE,2011,102.4,I10,G47_NF_HLTH
SE,2012,103.0,I10,G47_NF_HLTH
SE,2013,107.5,I10,G47_NF_HLTH
SE,2014,111.2,I10,G47_NF_HLTH
SE,2015,118.2,I10,G47_NF_HLTH
SE,2016,120.4,I10,G47_NF_HLTH
SE,2017,122.7,I10,G47_NF_HLTH
SE,2018,110.8,I15,G47_NF_HLTH
SE,2019,112.5,I15,G47_NF_HLTH
SE,2020,115.5,I15,G47_NF_HLTH
SE,2021,119.8,I15,G47_NF_HLTH
SE,2022,124.1,I15,G47_NF_HLTH
SE,2023,138.6,I15,G47_NF_HLTH
SI,2000,45.5,I10,G47
SI,2001,54.1,I10,G47
SI,2002,60.2,I10,G47
SI,2003,65.6,I10,G47
SI,2004,69.4,I10,G47
SI,2005,78.6,I10,G47
SI,2006,83.8,I10,G47
SI,2007,92.8,I10,G47
SI,2008,111.1,I10,G47
SI,2009,96.1,I10,G47
SI,2010,99.6,I10,G47
SI,2011,105.3,I10,G47
SI,2012,108.6,I10,G47
SI,2013,106.8,I10,G47
SI,2014,105.9,I10,G47
SI,2015,103.5,I10,G47
SI,2016,105.9,I10,G47
SI,2017,116.3,I10,G47
SI,2018,121.2,I15,G47
SI,2019,125.0,I15,G47
SI,2020,109.7,I15,G47
SI,2021,136.5,I15,G47
SI,2022,187.3,I15,G47
SI,2023,173.2,I15,G47
SI,2024,118.5,I21,G47
SI,2025,123.2,I21,G47
SK,2000,59.4,I10,G47
SK,2001,64.9,I10,G47
SK,2002,70.4,I10,G47
SK,2003,70.7,I10,G47
SK,2004,78.4,I10,G47
SK,2005,85.6,I10,G47
SK,2006,93.8,I10,G47
SK,2007,100.8,I10,G47
SK,2008,114.5,I10,G47
SK,2009,100.9,I10,G47
SK,2010,100.0,I10,G47
SK,2011,101.3,I10,G47
SK,2012,103.7,I10,G47
SK,2013,105.6,I10,G47
SK,2014,109.2,I10,G47
SK,2015,110.7,I10,G47
SK,2016,111.6,I10,G47
SK,2017,121.0,I10,G47
SK,2018,116.2,I15,G47
SK,2019,117.1,I15,G47
SK,2020,117.0,I15,G47
SK,2021,122.6,I15,G47
SK,2022,144.2,I15,G47
SK,2023,154.0,I15,G47
SK,2024,133.0,I21,G47
SK,2025,135.5,I21,G47
TR,2010,100.0,I10,G47
TR,2011,118.1,I10,G47
TR,2012,133.6,I10,G47
TR,2013,146.6,I10,G47
TR,2014,162.0,I10,G47
TR,2015,172.9,I10,G47
TR,2016,186.7,I10,G47
TR,2017,213.0,I10,G47
TR,2018,155.0,I15,G47
TR,2019,179.0,I15,G47
TR,2020,204.5,I15,G47
TR,2021,290.5,I15,G47
TR,2022,628.7,I15,G47
TR,2023,1166.8,I15,G47
TR,2024,668.8,I21,G47
TR,2025,959.7,I21,G47
TR,2010,17.8,I21,G476
TR,2011,21.1,I21,G476
TR,2012,26.4,I21,G476
TR,2013,29.6,I21,G476
TR,2014,33.1,I21,G476
TR,2015,37.3,I21,G476
TR,2016,41.6,I21,G476
TR,2017,49.4,I21,G476
TR,2018,59.2,I21,G476
TR,2019,68.5,I21,G476
TR,2020,70.2,I21,G476
TR,2021,100.0,I21,G476
TR,2022,224.5,I21,G476
TR,2023,434.5,I21,G476
TR,2024,714.7,I21,G476
TR,2025,976.7,I21,G476
TR,2010,100.3,I10,G47_NF_HLTH
TR,2011,98.5,I10,G47_NF_HLTH
TR,2012,96.8,I10,G47_NF_HLTH
TR,2013,108.3,I10,G47_NF_HLTH
TR,2014,125.1,I10,G47_NF_HLTH
TR,2015,135.8,I10,G47_NF_HLTH
TR,2016,160.5,I10,G47_NF_HLTH
TR,2017,180.7,I10,G47_NF_HLTH
TR,2018,175.4,I15,G47_NF_HLTH
TR,2019,224.9,I15,G47_NF_HLTH
TR,2020,263.4,I15,G47_NF_HLTH
TR,2021,347.7,I15,G47_NF_HLTH
TR,2022,642.6,I15,G47_NF_HLTH
TR,2023,1256.6,I15,G47_NF_HLTH
UK,2000,73.1,I10,G47
UK,2001,76.2,I10,G47
UK,2002,79.4,I10,G47
UK,2003,81.4,I10,G47
UK,2004,85.2,I10,G47
UK,2005,86.3,I10,G47
UK,2006,90.0,I10,G47
UK,2007,93.5,I10,G47
UK,2008,96.2,I10,G47
UK,2009,97.3,I10,G47
UK,2010,99.7,I10,G47
UK,2011,103.3,I10,G47
UK,2012,105.5,I10,G47
UK,2013,108.0,I10,G47
UK,2014,111.8,I10,G47
UK,2015,112.7,I10,G47
UK,2016,116.6,I10,G47
UK,2017,121.3,I10,G47
UK,2018,112.5,I15,G47
UK,2019,116.1,I15,G47
UK,2000,91.9,I10,G47_NF_HLTH
UK,2001,87.4,I10,G47_NF_HLTH
UK,2002,84.8,I10,G47_NF_HLTH
UK,2003,89.6,I10,G47_NF_HLTH
UK,2004,91.6,I10,G47_NF_HLTH
UK,2005,94.4,I10,G47_NF_HLTH
UK,2006,90.6,I10,G47_NF_HLTH
UK,2007,94.6,I10,G47_NF_HLTH
UK,2008,104.6,I10,G47_NF_HLTH
UK,2009,97.3,I10,G47_NF_HLTH
UK,2010,99.4,I10,G47_NF_HLTH
UK,2011,103.4,I10,G47_NF_HLTH
UK,2012,106.0,I10,G47_NF_HLTH
UK,2013,113.7,I10,G47_NF_HLTH
UK,2014,116.8,I10,G47_NF_HLTH
UK,2015,113.8,I10,G47_NF_HLTH
UK,2016,123.3,I10,G47_NF_HLTH
UK,2017,136.7,I10,G47_NF_HLTH
UK,2018,138.8,I15,G47_NF_HLTH
UK,2019,150.3,I15,G47_NF_HLTH
