country,year,indicator,sales_value,gdp,gdp_unit,sector_type
IE,2025,G47_NF_HLTH,57.725,446967.6,CLV10_MEUR,Essential retail
IT,2016,G47,98.35,1582615.3,CLV10_MEUR,Total retail
IT,2016,G476,70.41666666666667,1582615.3,CLV10_MEUR,Discretionary
IT,2016,G47_NF_HLTH,85.94285714285715,1582615.3,CLV10_MEUR,Essential retail
IT,2017,G47,74.825,1607995.7,CLV10_MEUR,Total retail
IT,2017,G476,83.46000000000001,1607995.7,CLV10_MEUR,Discretionary
IT,2017,G47_NF_HLTH,86.78571428571429,1607995.7,CLV10_MEUR,Essential retail
IT,2018,G47,79.82000000000001,1621288.1,CLV10_MEUR,Total retail
IT,2018,G476,102.6,1621288.1,CLV10_MEUR,Discretionary
IT,2018,G47_NF_HLTH,99.425,1621288.1,CLV10_MEUR,Essential retail
IT,2019,G47,67.21666666666667,1628246.1,CLV10_MEUR,Total retail
IT,2019,G476,82.4,1628246.1,CLV10_MEUR,Discretionary
IT,2019,G47_NF_HLTH,98.975,1628246.1,CLV10_MEUR,Essential retail
IT,2020,G47,92.625,1483849.6,CLV10_MEUR,Total retail
IT,2020,G476,86.6,1483849.6,CLV10_MEUR,Discretionary
IT,2020,G47_NF_HLTH,93.525,1483849.6,CLV10_MEUR,Essential retail
IT,2021,G47,70.46666666666667,1616373.2,CLV10_MEUR,Total retail
IT,2021,G476,70.18333333333334,1616373.2,CLV10_MEUR,Discretionary
IT,2021,G47_NF_HLTH,69.33333333333333,1616373.2,CLV10_MEUR,Essential retail
IT,2022,G47,71.3,1694301.4,CLV10_MEUR,Total retail
IT,2022,G476,68.58333333333333,1694301.4,CLV10_MEUR,Discretionary
IT,2022,G47_NF_HLTH,72.16666666666667,1694301.4,CLV10_MEUR,Essential retail
IT,2023,G47,84.5,1709936.3,CLV10_MEUR,Total retail
IT,2023,G476,80.06,1709936.3,CLV10_MEUR,Discretionary
IT,2023,G47_NF_HLTH,83.9,1709936.3,CLV10_MEUR,Essential retail
IT,2024,G47,69.63333333333334,1723325.8,CLV10_MEUR,Total retail
IT,2024,G476,101.05,1723325.8,CLV10_MEUR,Discretionary
IT,2025,G47,69.73333333333333,1732624.6,CLV10_MEUR,Total retail
IT,2025,G476,100.1,1732624.6,CLV10_MEUR,Discretionary
LT,2016,G47,80.375,34999.4,CLV10_MEUR,Total retail
LT,2016,G47_NF_HLTH,82.93333333333332,34999.4,CLV10_MEUR,Essential retail
LT,2017,G47,86.05,36613.6,CLV10_MEUR,Total retail
LT,2017,G47_NF_HLTH,83.33333333333333,36613.6,CLV10_MEUR,Essential retail
LT,2018,G47,70.18333333333334,38414.4,CLV10_MEUR,Total retail
LT,2018,G476,92.1,38414.4,CLV10_MEUR,Discretionary
LT,2018,G47_NF_HLTH,58.175,38414.4,CLV10_MEUR,Essential retail
LT,2019,G47,73.26666666666667,40211.2,CLV10_MEUR,Total retail
LT,2019,G476,69.89999999999999,40211.2,CLV10_MEUR,Discretionary
LT,2019,G47_NF_HLTH,71.925,40211.2,CLV10_MEUR,Essential retail
LT,2020,G47,73.71666666666667,40228.4,CLV10_MEUR,Total retail
LT,2020,G476,97.125,40228.4,CLV10_MEUR,Discretionary
LT,2020,G47_NF_HLTH,68.625,40228.4,CLV10_MEUR,Essential retail
LT,2021,G47,90.38333333333333,42801.0,CLV10_MEUR,Total retail
LT,2021,G476,85.75,42801.0,CLV10_MEUR,Discretionary
LT,2022,G47,98.55,43856.1,CLV10_MEUR,Total retail
LT,2022,G476,105.66,43856.1,CLV10_MEUR,Discretionary
LT,2023,G47,116.2,44180.5,CLV10_MEUR,Total retail
LT,2023,G476,76.73333333333333,44180.5,CLV10_MEUR,Discretionary
LT,2024,G47,61.25,45519.2,CLV10_MEUR,Total retail
LT,2024,G476,77.825,45519.2,CLV10_MEUR,Discretionary
LT,2025,G47,64.89999999999999,46848.4,CLV10_MEUR,Total retail
LT,2025,G476,74.05,46848.4,CLV10_MEUR,Discretionary
LU,2016,G47,70.51666666666667,49506.0,CLV10_MEUR,Total retail
LU,2017,G47,55.7,50158.0,CLV10_MEUR,Total retail
LU,2018,G47,44.5,50966.2,CLV10_MEUR,Total retail
LU,2019,G47,47.13333333333333,52367.4,CLV10_MEUR,Total retail
LU,2020,G47,53.54,52100.3,CLV10_MEUR,Total retail
LU,2021,G47,54.96,55710.8,CLV10_MEUR,Total retail
LU,2022,G47,58.17999999999999,55099.4,CLV10_MEUR,Total retail
LU,2023,G47,53.25,55154.2,CLV10_MEUR,Total retail
LU,2024,G47,73.775,55352.0,CLV10_MEUR,Total retail
LU,2025,G47,77.075,55705.0,CLV10_MEUR,Total retail
LV,2016,G47,79.7,21553.7,CLV10_MEUR,Total retail
LV,2017,G47,85.4,22286.3,CLV10_MEUR,Total retail
LV,2018,G47,72.06666666666666,23246.8,CLV10_MEUR,Total retail
LV,2019,G47,73.63333333333333,23403.8,CLV10_MEUR,Total retail
LV,2020,G47,73.7,22591.9,CLV10_MEUR,Total retail
LV,2021,G47,89.82000000000001,24160.3,CLV10_MEUR,Total retail
LV,2022,G47,87.68333333333334,24621.4,CLV10_MEUR,Total retail
LV,2023,G47,102.0,24389.6,CLV10_MEUR,Total retail
LV,2024,G47,57.6,24380.5,CLV10_MEUR,Total retail
LV,2025,G47,59.275000000000006,24901.8,CLV10_MEUR,Total retail
ME,2016,G47,84.89999999999999,3531.8,CLV10_MEUR,Total retail
ME,2016,G47_NF_HLTH,82.68333333333332,3531.8,CLV10_MEUR,Essential retail
ME,2017,G47,88.075,3645.4,CLV10_MEUR,Total retail
ME,2018,G47,65.85000000000001,3817.9,CLV10_MEUR,Total retail
ME,2019,G47,70.06666666666666,3985.7,CLV10_MEUR,Total retail
ME,2020,G47,80.67999999999999,3388.1,CLV10_MEUR,Total retail
ME,2021,G47,85.39999999999999,3830.1,CLV10_MEUR,Total retail
ME,2022,G47,102.91666666666669,4126.6,CLV10_MEUR,Total retail
ME,2023,G47,111.33333333333331,4393.9,CLV10_MEUR,Total retail
ME,2024,G47,79.05000000000001,4532.9,CLV10_MEUR,Total retail
ME,2025,G47,82.1,4657.4,CLV10_MEUR,Total retail
MK,2016,G47,66.18333333333334,8250.0,CLV10_MEUR,Total retail
MK,2017,G47,93.325,8339.3,CLV10_MEUR,Total retail
MK,2018,G47,74.33333333333333,8579.5,CLV10_MEUR,Total retail
MK,2019,G47,80.66666666666667,8915.0,CLV10_MEUR,Total retail
MK,2020,G47,102.5,8497.0,CLV10_MEUR,Total retail
MK,2021,G47,80.2,8880.3,CLV10_MEUR,Total retail
MK,2022,G47,87.35000000000001,9125.3,CLV10_MEUR,Total retail
MK,2023,G47,101.7,9358.4,CLV10_MEUR,Total retail
MK,2024,G47,61.075,9638.6,CLV10_MEUR,Total retail
MK,2025,G47,78.86666666666666,9974.7,CLV10_MEUR,Total retail
MT,2016,G47,75.15,9416.5,CLV10_MEUR,Total retail
MT,2017,G47,80.875,10637.9,CLV10_MEUR,Total retail
MT,2018,G47,71.71666666666667,11402.7,CLV10_MEUR,Total retail
MT,2019,G47,76.43333333333334,11868.5,CLV10_MEUR,Total retail
MT,2020,G47,104.675,11458.2,CLV10_MEUR,Total retail
MT,2021,G47,80.16666666666667,12987.9,CLV10_MEUR,Total retail
MT,2022,G47,89.83333333333333,13324.7,CLV10_MEUR,Total retail
MT,2023,G47,91.13333333333333,14741.6,CLV10_MEUR,Total retail
MT,2024,G47,64.775,15657.5,CLV10_MEUR,Total retail
MT,2025,G47,66.825,16277.8,CLV10_MEUR,Total retail
NL,2016,G47,71.525,688532.8,CLV10_MEUR,Total retail
NL,2016,G476,99.75,688532.8,CLV10_MEUR,Discretionary
NL,2016,G47_NF_HLTH,69.7,688532.8,CLV10_MEUR,Essential retail
NL,2017,G47,74.6375,707684.4,CLV10_MEUR,Total retail
NL,2017,G476,99.05,707684.4,CLV10_MEUR,Discretionary
NL,2017,G47_NF_HLTH,72.86666666666666,707684.4,CLV10_MEUR,Essential retail
NL,2018,G47,67.75,723669.1,CLV10_MEUR,Total retail
NL,2018,G476,98.45,723669.1,CLV10_MEUR,Discretionary
NL,2018,G47_NF_HLTH,72.3,723669.1,CLV10_MEUR,Essential retail
NL,2019,G47,69.16666666666667,740314.7,CLV10_MEUR,Total retail
NL,2019,G476,95.225,740314.7,CLV10_MEUR,Discretionary
NL,2019,G47_NF_HLTH,55.3,740314.7,CLV10_MEUR,Essential retail
NL,2020,G47,71.60000000000001,711679.3,CLV10_MEUR,Total retail
NL,2020,G476,68.38333333333334,711679.3,CLV10_MEUR,Discretionary
NL,2020,G47_NF_HLTH,107.05,711679.3,CLV10_MEUR,Essential retail
NL,2021,G47,74.64999999999999,756350.3,CLV10_MEUR,Total retail
NL,2021,G476,98.375,756350.3,CLV10_MEUR,Discretionary
NL,2022,G47,78.01666666666667,794222.5,CLV10_MEUR,Total retail
NL,2022,G476,74.61666666666666,794222.5,CLV10_MEUR,Discretionary
NL,2023,G47,94.2,789472.6,CLV10_MEUR,Total retail
NL,2023,G476,86.6,789472.6,CLV10_MEUR,Discretionary
NL,2024,G47,54.725,797950.2,CLV10_MEUR,Total retail
NL,2024,G476,56.625,797950.2,CLV10_MEUR,Discretionary
NL,2025,G47,55.95,812190.6,CLV10_MEUR,Total retail
NL,2025,G476,60.3,812190.6,CLV10_MEUR,Discretionary
NO,2016,G47,85.64285714285714,370275.6,CLV10_MEUR,Total retail
NO,2016,G476,75.67999999999999,370275.6,CLV10_MEUR,Discretionary
NO,2016,G47_NF_HLTH,78.6375,370275.6,CLV10_MEUR,Essential retail
NO,2017,G47,77.2,380160.7,CLV10_MEUR,Total retail
NO,2017,G476,63.28333333333333,380160.7,CLV10_MEUR,Discretionary
NO,2017,G47_NF_HLTH,80.3875,380160.7,CLV10_MEUR,Essential retail
NO,2018,G47,64.81666666666666,384381.9,CLV10_MEUR,Total retail
NO,2018,G476,75.84,384381.9,CLV10_MEUR,Discretionary
NO,2018,G47_NF_HLTH,67.16666666666667,384381.9,CLV10_MEUR,Essential retail
NO,2019,G47,77.86,390031.3,CLV10_MEUR,Total retail
NO,2019,G476,93.475,390031.3,CLV10_MEUR,Discretionary
NO,2019,G47_NF_HLTH,68.38333333333334,390031.3,CLV10_MEUR,Essential retail
NO,2020,G47,74.58333333333333,384724.6,CLV10_MEUR,Total retail
NO,2020,G476,74.11666666666666,384724.6,CLV10_MEUR,Discretionary
NO,2020,G47_NF_HLTH,72.01666666666667,384724.6,CLV10_MEUR,Essential retail
NO,2021,G47,74.01666666666667,400664.4,CLV10_MEUR,Total retail
NO,2021,G476,84.8,400664.4,CLV10_MEUR,Discretionary
NO,2021,G47_NF_HLTH,79.33333333333333,400664.4,CLV10_MEUR,Essential retail
NO,2022,G47,86.92,417013.1,CLV10_MEUR,Total retail
NO,2022,G476,98.575,417013.1,CLV10_MEUR,Discretionary
NO,2022,G47_NF_HLTH,88.8,417013.1,CLV10_MEUR,Essential retail
NO,2023,G47,87.06,418483.8,CLV10_MEUR,Total retail
NO,2023,G476,93.675,418483.8,CLV10_MEUR,Discretionary
NO,2024,G47,51.175,424441.9,CLV10_MEUR,Total retail
NO,2024,G476,87.85,424441.9,CLV10_MEUR,Discretionary
NO,2025,G47,55.025,429048.3,CLV10_MEUR,Total retail
NO,2025,G476,50.475,429048.3,CLV10_MEUR,Discretionary
PL,2016,G47,75.1625,434111.0,CLV10_MEUR,Total retail
PL,2016,G47_NF_HLTH,94.02,434111.0,CLV10_MEUR,Essential retail
PL,2017,G47,80.825,456478.4,CLV10_MEUR,Total retail
PL,2017,G47_NF_HLTH,90.91666666666669,456478.4,CLV10_MEUR,Essential retail
PL,2018,G47,70.03333333333333,484989.4,CLV10_MEUR,Total retail
PL,2018,G47_NF_HLTH,60.8,484989.4,CLV10_MEUR,Essential retail
PL,2019,G47,73.28333333333333,507204.1,CLV10_MEUR,Total retail
PL,2019,G47_NF_HLTH,60.275,507204.1,CLV10_MEUR,Essential retail
PL,2020,G47,74.61666666666666,496879.7,CLV10_MEUR,Total retail
PL,2020,G47_NF_HLTH,80.63333333333333,496879.7,CLV10_MEUR,Essential retail
PL,2021,G47,85.3,531299.4,CLV10_MEUR,Total retail
PL,2021,G476,104.1,531299.4,CLV10_MEUR,Discretionary
PL,2022,G47,99.7,559221.6,CLV10_MEUR,Total retail
PL,2022,G476,86.26,559221.6,CLV10_MEUR,Discretionary
PL,2023,G47,119.2,560617.5,CLV10_MEUR,Total retail
PL,2023,G476,98.15,560617.5,CLV10_MEUR,Discretionary
PL,2024,G47,80.23333333333333,578830.3,CLV10_MEUR,Total retail
PL,2024,G476,91.35,578830.3,CLV10_MEUR,Discretionary
PL,2025,G47,63.15,599853.0,CLV10_MEUR,Total retail
PL,2025,G476,90.15,599853.0,CLV10_MEUR,Discretionary
PT,2016,G47,70.5625,175327.8,CLV10_MEUR,Total retail
PT,2016,G476,62.46666666666666,175327.8,CLV10_MEUR,Discretionary
PT,2016,G47_NF_HLTH,68.5125,175327.8,CLV10_MEUR,Essential retail
PT,2017,G47,74.5875,181139.4,CLV10_MEUR,Total retail
PT,2017,G476,49.65,181139.4,CLV10_MEUR,Discretionary
PT,2017,G47_NF_HLTH,78.84,181139.4,CLV10_MEUR,Essential retail
PT,2018,G47,71.11666666666666,186476.3,CLV10_MEUR,Total retail
PT,2018,G476,50.425,186476.3,CLV10_MEUR,Discretionary
PT,2018,G47_NF_HLTH,79.76,186476.3,CLV10_MEUR,Essential retail
PT,2019,G47,73.13333333333334,191596.4,CLV10_MEUR,Total retail
PT,2019,G476,52.725,191596.4,CLV10_MEUR,Discretionary
PT,2019,G47_NF_HLTH,70.95,191596.4,CLV10_MEUR,Essential retail
PT,2020,G47,102.875,175876.6,CLV10_MEUR,Total retail
PT,2020,G476,90.15,175876.6,CLV10_MEUR,Discretionary
PT,2020,G47_NF_HLTH,98.9,175876.6,CLV10_MEUR,Essential retail
PT,2021,G47,75.05,185653.2,CLV10_MEUR,Total retail
PT,2021,G476,55.475,185653.2,CLV10_MEUR,Discretionary
PT,2021,G47_NF_HLTH,70.2,185653.2,CLV10_MEUR,Essential retail
PT,2022,G47,82.96666666666667,198622.6,CLV10_MEUR,Total retail
PT,2022,G476,67.4,198622.6,CLV10_MEUR,Discretionary
PT,2022,G47_NF_HLTH,78.88333333333334,198622.6,CLV10_MEUR,Essential retail
PT,2023,G47,83.08333333333333,204779.9,CLV10_MEUR,Total retail
PT,2023,G476,66.575,204779.9,CLV10_MEUR,Discretionary
PT,2023,G47_NF_HLTH,91.98,204779.9,CLV10_MEUR,Essential retail
PT,2024,G47,59.725,209314.9,CLV10_MEUR,Total retail
PT,2024,G476,65.375,209314.9,CLV10_MEUR,Discretionary
PT,2024,G47_NF_HLTH,58.85,209314.9,CLV10_MEUR,Essential retail
PT,2025,G47,63.900000000000006,213217.5,CLV10_MEUR,Total retail
PT,2025,G476,69.42500000000001,213217.5,CLV10_MEUR,Discretionary
PT,2025,G47_NF_HLTH,67.975,213217.5,CLV10_MEUR,Essential retail
RO,2016,G47,82.4125,151357.4,CLV10_MEUR,Total retail
RO,2016,G47_NF_HLTH,83.68571428571428,151357.4,CLV10_MEUR,Essential retail
RO,2017,G47,91.925,163761.8,CLV10_MEUR,Total retail
RO,2017,G47_NF_HLTH,73.9875,163761.8,CLV10_MEUR,Essential retail
RO,2018,G47,74.23333333333333,172596.0,CLV10_MEUR,Total retail
RO,2018,G47_NF_HLTH,66.98333333333333,172596.0,CLV10_MEUR,Essential retail
RO,2019,G47,80.64999999999999,179431.3,CLV10_MEUR,Total retail
RO,2019,G47_NF_HLTH,73.08333333333333,179431.3,CLV10_MEUR,Essential retail
RO,2020,G47,80.0,172975.3,CLV10_MEUR,Total retail
RO,2020,G47_NF_HLTH,75.46666666666667,172975.3,CLV10_MEUR,Essential retail
RO,2021,G47,94.43333333333334,182640.1,CLV10_MEUR,Total retail
RO,2021,G476,100.25,182640.1,CLV10_MEUR,Discretionary
RO,2021,G47_NF_HLTH,84.63333333333334,182640.1,CLV10_MEUR,Essential retail
RO,2022,G47,105.41666666666669,190288.5,CLV10_MEUR,Total retail
RO,2022,G476,71.2,190288.5,CLV10_MEUR,Discretionary
RO,2022,G47_NF_HLTH,96.4,190288.5,CLV10_MEUR,Essential retail
RO,2023,G47,108.46666666666668,194584.7,CLV10_MEUR,Total retail
RO,2023,G476,71.075,194584.7,CLV10_MEUR,Discretionary
RO,2023,G47_NF_HLTH,110.31666666666666,194584.7,CLV10_MEUR,Essential retail
RO,2024,G47,71.65,196367.1,CLV10_MEUR,Total retail
RO,2024,G476,74.72500000000001,196367.1,CLV10_MEUR,Discretionary
RO,2025,G47,69.65,197698.1,CLV10_MEUR,Total retail
RO,2025,G476,93.46666666666664,197698.1,CLV10_MEUR,Discretionary
RS,2016,G47,69.7125,33658.5,CLV10_MEUR,Total retail
RS,2017,G47,73.75,34454.0,CLV10_MEUR,Total retail
RS,2018,G47,67.43333333333334,36055.9,CLV10_MEUR,Total retail
RS,2019,G47,76.31666666666666,37768.6,CLV10_MEUR,Total retail
RS,2020,G47,77.1,37409.8,CLV10_MEUR,Total retail
RS,2021,G47,90.16666666666669,40383.5,CLV10_MEUR,Total retail
RS,2022,G47,102.56666666666666,41475.3,CLV10_MEUR,Total retail
RS,2023,G47,123.48,43029.8,CLV10_MEUR,Total retail
RS,2024,G47,66.85,44729.4,CLV10_MEUR,Total retail
RS,2025,G47,70.1,45637.6,CLV10_MEUR,Total retail
SE,2016,G47,110.025,421981.0,CLV10_MEUR,Total retail
SE,2016,G476,64.71666666666667,421981.0,CLV10_MEUR,Discretionary
SE,2016,G47_NF_HLTH,79.575,421981.0,CLV10_MEUR,Essential retail
SE,2017,G47,112.575,429926.2,CLV10_MEUR,Total retail
SE,2017,G476,76.22,429926.2,CLV10_MEUR,Discretionary
SE,2017,G47_NF_HLTH,81.0625,429926.2,CLV10_MEUR,Essential retail
SE,2018,G47,106.95,437536.9,CLV10_MEUR,Total retail
SE,2018,G476,66.45,437536.9,CLV10_MEUR,Discretionary
SE,2018,G47_NF_HLTH,70.68333333333334,437536.9,CLV10_MEUR,Essential retail
SE,2019,G47,109.65,448948.9,CLV10_MEUR,Total retail
SE,2019,G476,66.73333333333333,448948.9,CLV10_MEUR,Discretionary
SE,2019,G47_NF_HLTH,69.56666666666666,448948.9,CLV10_MEUR,Essential retail
SE,2020,G47,110.7,440267.2,CLV10_MEUR,Total retail
SE,2020,G476,69.33333333333333,440267.2,CLV10_MEUR,Discretionary
SE,2020,G47_NF_HLTH,71.85000000000001,440267.2,CLV10_MEUR,Essential retail
SE,2021,G47,118.45,463274.9,CLV10_MEUR,Total retail
SE,2021,G476,75.73333333333333,463274.9,CLV10_MEUR,Discretionary
SE,2021,G47_NF_HLTH,76.46666666666667,463274.9,CLV10_MEUR,Essential retail
SE,2022,G47,121.6,469091.0,CLV10_MEUR,Total retail
SE,2022,G476,103.825,469091.0,CLV10_MEUR,Discretionary
SE,2022,G47_NF_HLTH,79.28333333333333,469091.0,CLV10_MEUR,Essential retail
SE,2023,G47,110.725,468133.8,CLV10_MEUR,Total retail
SE,2023,G476,100.625,468133.8,CLV10_MEUR,Discretionary
SE,2023,G47_NF_HLTH,86.86666666666666,468133.8,CLV10_MEUR,Essential retail
SE,2024,G47,51.4,472898.5,CLV10_MEUR,Total retail
SE,2024,G476,89.4,472898.5,CLV10_MEUR,Discretionary
SE,2025,G47,54.35,480196.0,CLV10_MEUR,Total retail
SE,2025,G476,48.275,480196.0,CLV10_MEUR,Discretionary
SI,2016,G47,71.575,37879.1,CLV10_MEUR,Total retail
SI,2017,G47,79.3125,39839.1,CLV10_MEUR,Total retail
SI,2018,G47,71.63333333333334,41583.7,CLV10_MEUR,Total retail
SI,2019,G47,72.86666666666666,43041.3,CLV10_MEUR,Total retail
SI,2020,G47,95.85,41283.0,CLV10_MEUR,Total retail
SI,2021,G47,84.91666666666667,44757.8,CLV10_MEUR,Total retail
SI,2022,G47,98.26666666666668,45952.1,CLV10_MEUR,Total retail
SI,2023,G47,105.81999999999998,47043.9,CLV10_MEUR,Total retail
SI,2024,G47,72.73333333333333,47858.4,CLV10_MEUR,Total retail
SI,2025,G47,57.375,48365.7,CLV10_MEUR,Total retail
SK,2016,G47,73.6875,79400.3,CLV10_MEUR,Total retail
SK,2017,G47,80.6125,81682.8,CLV10_MEUR,Total retail
SK,2018,G47,71.33333333333333,85000.9,CLV10_MEUR,Total retail
SK,2019,G47,83.5,86935.4,CLV10_MEUR,Total retail
SK,2020,G47,70.33333333333333,84687.7,CLV10_MEUR,Total retail
SK,2021,G47,73.58333333333333,89477.5,CLV10_MEUR,Total retail
SK,2022,G47,84.36666666666666,89964.8,CLV10_MEUR,Total retail
SK,2023,G47,98.76,91865.4,CLV10_MEUR,Total retail
SK,2024,G47,61.875,93646.4,CLV10_MEUR,Total retail
SK,2025,G47,79.93333333333334,94402.5,CLV10_MEUR,Total retail
TR,2016,G47,82.0875,850000.6,CLV10_MEUR,Total retail
TR,2016,G476,33.3,850000.6,CLV10_MEUR,Discretionary
TR,2016,G47_NF_HLTH,79.0125,850000.6,CLV10_MEUR,Essential retail
TR,2017,G47,91.7625,916520.5,CLV10_MEUR,Total retail
TR,2017,G476,39.1,916520.5,CLV10_MEUR,Discretionary
TR,2017,G47_NF_HLTH,85.075,916520.5,CLV10_MEUR,Essential retail
TR,2018,G47,84.08,948306.8,CLV10_MEUR,Total retail
TR,2018,G476,41.025,948306.8,CLV10_MEUR,Discretionary
TR,2018,G47_NF_HLTH,77.41666666666667,948306.8,CLV10_MEUR,Essential retail
TR,2019,G47,89.7,960650.2,CLV10_MEUR,Total retail
TR,2019,G476,55.76666666666667,960650.2,CLV10_MEUR,Discretionary
TR,2019,G47_NF_HLTH,88.28333333333335,960650.2,CLV10_MEUR,Essential retail
TR,2020,G47,82.36666666666666,977971.3,CLV10_MEUR,Total retail
TR,2020,G476,50.6,977971.3,CLV10_MEUR,Discretionary
TR,2020,G47_NF_HLTH,96.46666666666664,977971.3,CLV10_MEUR,Essential retail
TR,2021,G47,113.03333333333336,1093480.4,CLV10_MEUR,Total retail
TR,2021,G476,67.225,1093480.4,CLV10_MEUR,Discretionary
TR,2021,G47_NF_HLTH,121.68333333333334,1093480.4,CLV10_MEUR,Essential retail
TR,2022,G47,208.28333333333333,1152979.2,CLV10_MEUR,Total retail
TR,2022,G476,128.6,1152979.2,CLV10_MEUR,Discretionary
TR,2022,G47_NF_HLTH,198.18333333333337,1152979.2,CLV10_MEUR,Essential retail
TR,2023,G47,330.96666666666664,1211148.4,CLV10_MEUR,Total retail
TR,2023,G476,182.875,1211148.4,CLV10_MEUR,Discretionary
TR,2023,G47_NF_HLTH,330.66666666666663,1211148.4,CLV10_MEUR,Essential retail
TR,2024,G47,226.85,1251450.8,CLV10_MEUR,Total retail
TR,2024,G476,242.425,1251450.8,CLV10_MEUR,Discretionary
TR,2025,G47,299.77500000000003,1296560.9,CLV10_MEUR,Total retail
TR,2025,G476,305.625,1296560.9,CLV10_MEUR,Discretionary
UK,2016,G47,74.68333333333334,2104891.5,CLV10_MEUR,Total retail
UK,2016,G47_NF_HLTH,79.86666666666666,2104891.5,CLV10_MEUR,Essential retail
UK,2017,G47,76.43333333333332,2141523.2,CLV10_MEUR,Total retail
UK,2017,G47_NF_HLTH,87.38333333333333,2141523.2,CLV10_MEUR,Essential retail
UK,2018,G47,57.025000000000006,2168347.7,CLV10_MEUR,Total retail
UK,2018,G47_NF_HLTH,78.92500000000001,2168347.7,CLV10_MEUR,Essential retail
UK,2019,G47,58.5,2198071.7,CLV10_MEUR,Total retail
UK,2019,G47_NF_HLTH,78.85000000000001,2198071.7,CLV10_MEUR,Essential retail
